City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
550,Niamey,NE,13.5137,2.1098,106.09,11,40,4.61,scattered clouds
551,Alta Floresta,BR,-9.8756,-56.0861,78.62,34,0,6.91,clear sky
552,Deniliquin,AU,-35.5333,144.9667,44.22,85,80,6.44,broken clouds
553,Albanel,CA,48.8832,-72.4487,62.74,44,99,9.22,overcast clouds
554,Roswell,US,34.0232,-84.3616,88.99,63,20,9.22,few clouds
555,Grande Prairie,CA,55.1667,-118.8027,48.38,61,75,17.27,broken clouds
556,Jalu,LY,29.0331,21.5482,84.27,23,0,17.22,clear sky
557,Kendari,ID,-3.945,122.4989,75.61,94,85,3.31,overcast clouds
558,Sawtell,AU,-30.3833,153.1,60.82,67,75,12.66,light rain
559,Gemona,IT,46.2794,13.1431,76.62,44,18,3.27,few clouds
560,Ambon,ID,-3.6954,128.1814,77.14,94,40,1.14,scattered clouds
561,Kampene,CD,-3.6,26.6667,75.11,80,88,0.27,overcast clouds
562,Zeerust,ZA,-25.5369,26.0751,61.05,42,87,3.47,overcast clouds
563,Sikeston,US,36.8767,-89.5879,84.16,65,0,6.91,clear sky
564,Vanimo,PG,-2.6741,141.3028,79.47,85,86,3.2,overcast clouds
565,Blaubeuren,DE,48.4122,9.7843,77.88,75,87,10.11,heavy intensity rain
566,Xinpu,CN,34.5997,119.1594,64.26,54,100,4.16,overcast clouds
567,Warnes,BO,-17.5,-63.1667,69.08,34,55,9.22,broken clouds
568,Benghazi,LY,32.1167,20.0667,68.07,77,0,20.49,clear sky
569,Moerai,PF,-22.4333,-151.3333,77.59,76,11,12.01,few clouds
570,Maumere,ID,-8.6199,122.2111,79.41,79,14,4.25,few clouds
